uc009avf.1	chr6	-	3635719	3714713	3637394	3702974	16	3635719,3641531,3642541,3643700,3643848,3650126,3657488,3658485,3661447,3664648,3667091,3668564,3672922,3702951,3713221,3714431,	3637643,3641573,3642760,3643767,3643909,3650280,3657599,3658612,3661539,3664761,3667202,3668718,3673001,3703059,3713408,3714713,	Q8CAB0	uc009avf.1
uc009avg.1	chr6	-	3635719	3714713	3637394	3702974	15	3635719,3641531,3642541,3643700,3643848,3650126,3658485,3661447,3664648,3667091,3668564,3672922,3702951,3713221,3714431,	3637643,3641573,3642760,3643767,3643909,3650280,3658612,3661539,3664761,3667202,3668718,3673001,3703059,3713408,3714713,	Q3UUL9	uc009avg.1
uc012ehs.1	chr6	-	3671300	3671385	3671300	3671300	1	3671300,	3671385,		uc012ehs.1
uc012eht.1	chr6	-	3671896	3672003	3671896	3671896	1	3671896,	3672003,		uc012eht.1
uc009avh.1	chr6	-	3912594	3918354	3913379	3918324	5	3912594,3913805,3915356,3917867,3918236,	3913447,3913976,3915539,3918050,3918354,	Q3V1S9	uc009avh.1
uc009avi.1	chr6	+	3944011	3947436	3944223	3946780	3	3944011,3944216,3946651,	3944086,3944319,3947436,	Q61012	uc009avi.1
uc009avj.1	chr6	+	3953986	3958445	3954315	3958160	2	3953986,3958034,	3954411,3958445,	P61953	uc009avj.1
uc009avk.1	chr6	-	4026903	4036927	4027880	4036795	4	4026903,4029960,4032457,4036776,	4028036,4030017,4032582,4036927,	O35623	uc009avk.1
uc009avl.1	chr6	+	4455696	4465019	4455839	4462516	6	4455696,4458334,4458939,4459603,4460683,4462360,	4455909,4458345,4458954,4459639,4460794,4465019,	E0CXI2	uc009avl.1
uc009avm.1	chr6	+	4455696	4491543	4455839	4490662	52	4455696,4458334,4458939,4459603,4460683,4462360,4465209,4465480,4465628,4465960,4466391,4466899,4468473,4468790,4468947,4469291,4469829,4470037,4470170,4470595,4470771,4471230,4471395,4472441,4472955,4473593,4474116,4474501,4474875,4475881,4477054,4478305,4479067,4480171,4480956,4481103,4481237,4481894,4482743,4483741,4484580,4485380,4485830,4485975,4486207,4486596,4487172,4487349,4487777,4488625,4489462,4490515,	4455909,4458345,4458954,4459639,4460794,4462414,4465254,4465534,4465682,4466014,4466445,4466953,4468518,4468844,4468992,4469345,4469928,4470082,4470269,4470649,4470879,4471284,4471494,4472495,4473054,4473647,4474170,4474555,4474929,4475926,4477153,4478413,4479121,4480225,4481010,4481157,4481345,4481948,4482797,4483903,4484688,4485488,4485884,4486083,4486261,4486704,4487226,4487457,4488036,4488810,4489705,4491543,	Q3TX57	uc009avm.1
uc009avn.1	chr6	+	4470623	4479452	4471281	4477177	11	4470623,4471230,4471395,4472441,4472955,4473593,4474116,4474501,4474875,4475881,4477054,	4470879,4471284,4471494,4472495,4473054,4473647,4474170,4474555,4474929,4475926,4479452,		uc009avn.1
uc009avo.1	chr6	+	4551065	4593381	4551168	4592118	18	4551065,4557982,4558633,4563234,4564648,4569288,4569760,4571071,4574051,4575465,4579961,4581007,4581518,4584001,4585745,4586968,4590914,4591851,	4551301,4558079,4558754,4563279,4564711,4569333,4569884,4571286,4574474,4575555,4580081,4581164,4581598,4584103,4585886,4587046,4591007,4593381,	Q7TN73	uc009avo.1
uc009avq.2	chr6	-	4624349	4697204	4624615	4697088	12	4624349,4628066,4639578,4640468,4641428,4644021,4657073,4661307,4667920,4669373,4680005,4696979,	4624632,4628110,4639767,4640495,4641640,4644184,4657272,4661380,4668078,4669496,4680113,4697204,	O70258-2	uc009avq.2
uc009avr.2	chr6	-	4624349	4697204	4627198	4697088	12	4624349,4627162,4628066,4639578,4640468,4641428,4644021,4657073,4661307,4667920,4669373,4696979,	4624632,4627233,4628110,4639767,4640495,4641640,4644184,4657272,4661380,4668078,4669496,4697204,	NP_001123662	uc009avr.2
uc009avp.2	chr6	-	4624349	4697204	4624615	4697088	11	4624349,4628066,4639578,4640468,4641428,4644021,4657073,4661307,4667920,4669373,4696979,	4624632,4628110,4639767,4640495,4641640,4644184,4657272,4661380,4668078,4669496,4697204,	O70258	uc009avp.2
uc009avt.2	chr6	-	4624349	4697204	4627198	4697088	11	4624349,4627162,4628066,4639578,4641428,4644021,4657073,4661307,4667920,4669373,4696979,	4624632,4627233,4628110,4639767,4641640,4644184,4657272,4661380,4668078,4669496,4697204,	NP_001123663	uc009avt.2
uc009avs.2	chr6	-	4624349	4697204	4624581	4697088	11	4624349,4627162,4628066,4639578,4641428,4644021,4657073,4661307,4667920,4669373,4696979,	4624632,4627197,4628110,4639767,4641640,4644184,4657272,4661380,4668078,4669496,4697204,	NP_001123661	uc009avs.2
uc009avu.2	chr6	-	4638611	4697204	4639574	4697088	9	4638611,4640468,4641428,4644021,4657073,4661307,4667920,4669373,4696979,	4639767,4640495,4641640,4644184,4657272,4661380,4668078,4669496,4697204,	O70258	uc009avu.2
uc009avv.1	chr6	+	4697305	4710516	4704220	4707240	3	4697305,4704123,4705326,	4697578,4705288,4710516,	NP_570947	uc009avv.1
uc012ehu.1	chr6	+	4706758	4710516	4706758	4706758	2	4706758,4709666,	4709638,4710516,		uc012ehu.1
uc009avw.1	chr6	-	4757059	4766328	4757059	4757059	4	4757059,4761324,4762713,4766229,	4757230,4761622,4762887,4766328,		uc009avw.1
uc009avx.1	chr6	+	4852973	5115661	4855446	5109752	16	4852973,4855225,4995935,5007457,5013990,5027479,5050431,5060999,5063600,5065118,5065308,5084016,5106120,5107003,5108088,5109551,	4853031,4856844,4996068,5007578,5014095,5027615,5050587,5061053,5063830,5065215,5065480,5084174,5106240,5107027,5108271,5115661,	Q7TN74	uc009avx.1
uc009avy.1	chr6	+	4853319	5115661	4855446	5109752	16	4853319,4855225,4995935,5007457,5013990,5027479,5050431,5060999,5063600,5065118,5065308,5084016,5106120,5107003,5108088,5109551,	4853448,4856844,4996068,5007578,5014095,5027615,5050587,5061053,5063830,5065215,5065480,5084174,5106240,5107027,5108271,5115661,	Q7TN74	uc009avy.1
uc009avz.1	chr6	+	4853319	5115661	4853319	4853319	18	4853319,4855225,4995935,5007457,5013990,5027479,5050431,5060999,5063600,5065118,5065308,5084016,5093227,5093405,5104008,5106120,5108088,5109551,	4853448,4856844,4996068,5007578,5014095,5027615,5050587,5061053,5063830,5065215,5065480,5084932,5093315,5093489,5104207,5106240,5108271,5115661,		uc009avz.1
uc009awa.1	chr6	+	4853787	4856844	4855446	4856844	2	4853787,4855225,	4853905,4856844,	Q3UXW4	uc009awa.1
uc009awb.1	chr6	+	4855225	5104249	4855225	4855225	15	4855225,4995935,5007457,5012117,5013990,5027479,5050431,5060999,5063600,5065118,5065308,5084016,5093227,5093405,5104008,	4856844,4996068,5007578,5012192,5014095,5027615,5050587,5061053,5063830,5065215,5065480,5084932,5093315,5093489,5104249,		uc009awb.1
uc009awc.1	chr6	+	5063427	5066532	5063546	5066338	4	5063427,5065118,5065308,5066264,	5063830,5065215,5065480,5066532,	Q80ZL7	uc009awc.1
uc009awd.2	chr6	-	5118089	5143946	5118337	5143749	9	5118089,5121740,5125741,5127209,5131438,5134745,5135297,5136933,5143675,	5118496,5121869,5125823,5127410,5131565,5134914,5135353,5137004,5143946,	P52430	uc009awd.2
uc009awe.1	chr6	-	5170851	5206233	5171563	5206226	9	5170851,5180400,5180748,5182323,5186871,5190812,5196277,5204515,5206152,	5171722,5180529,5180830,5182524,5186998,5190978,5196333,5204586,5206233,	Q62087	uc009awe.1
uc012ehv.1	chr6	-	5170851	5206233	5171563	5190960	9	5170851,5180400,5180748,5182323,5186871,5190812,5196047,5204515,5206152,	5171722,5180529,5180830,5182524,5186998,5190978,5196333,5204586,5206233,	Q62087	uc012ehv.1
uc009awf.1	chr6	-	5214623	5248373	5215320	5248285	9	5214623,5216111,5216964,5218977,5222324,5223000,5227871,5239012,5248211,	5215479,5216240,5217046,5219178,5222451,5223166,5227927,5239083,5248373,	Q62086	uc009awf.1
uc009awg.1	chr6	-	5221295	5248373	5222155	5248285	5	5221295,5223000,5227871,5239012,5248211,	5222451,5223166,5227927,5239083,5248373,	Q8VDG8	uc009awg.1
uc009awh.1	chr6	-	5223000	5239083	5223000	5223000	4	5223000,5227871,5228718,5239012,	5223166,5227927,5228812,5239083,		uc009awh.1
uc009awi.1	chr6	+	5333385	5383021	5340608	5381047	6	5333385,5340598,5348223,5373341,5379739,5380858,	5333405,5340795,5348523,5373832,5379853,5383021,	Q9WV71	uc009awi.1
uc009awj.1	chr6	+	5340426	5383021	5340608	5381047	5	5340426,5348223,5373341,5379739,5380858,	5340795,5348523,5373832,5379853,5383021,	Q9WV71	uc009awj.1
uc009awk.1	chr6	-	5433350	5446278	5435448	5446162	11	5433350,5436677,5437063,5437378,5439134,5441069,5441590,5441829,5442705,5444889,5446032,	5435592,5436791,5437174,5437477,5439211,5441147,5441677,5442014,5442777,5445031,5446278,	Q544J2	uc009awk.1
uc012ehw.1	chr6	+	5675638	5978039	5707386	5977482	17	5675638,5707377,5717029,5719700,5734438,5750774,5855104,5863315,5865829,5873164,5911840,5916702,5919373,5922064,5956269,5960454,5977371,	5675936,5707494,5717144,5719791,5734498,5750890,5855194,5863478,5865929,5873290,5911987,5916816,5919507,5922209,5956410,5960580,5978039,	Q80W09	uc012ehw.1
uc009awl.2	chr6	+	5675638	5978039	5707386	5977482	17	5675638,5707377,5717029,5719733,5734438,5750774,5855104,5863315,5865829,5873164,5911840,5916702,5919373,5922064,5956269,5960454,5977371,	5675936,5707494,5717144,5719791,5734498,5750890,5855194,5863478,5865929,5873290,5911987,5916816,5919507,5922209,5956410,5960580,5978039,	Q3TYJ3	uc009awl.2
uc009awm.2	chr6	+	5675638	5978039	5707386	5977482	16	5675638,5707377,5717029,5719700,5750774,5855104,5863315,5865829,5873164,5911840,5916702,5919373,5922064,5956269,5960454,5977371,	5675936,5707494,5717144,5719791,5750890,5855194,5863478,5865929,5873290,5911987,5916816,5919507,5922209,5956410,5960580,5978039,	D3Z0M7	uc009awm.2
uc012ehx.1	chr6	+	5675638	5978039	5707386	5977482	16	5675638,5707377,5717029,5719649,5750774,5855104,5863315,5865829,5873164,5911840,5916702,5919373,5922064,5956269,5960454,5977371,	5675936,5707494,5717144,5719791,5750890,5855194,5863478,5865929,5873290,5911987,5916816,5919507,5922209,5956410,5960580,5978039,	D6Q0F3	uc012ehx.1
uc012ehy.1	chr6	+	5675638	5978039	5707386	5977482	16	5675638,5707377,5717029,5719733,5750774,5855104,5863315,5865829,5873164,5911840,5916702,5919373,5922064,5956269,5960454,5977371,	5675936,5707494,5717144,5719791,5750890,5855194,5863478,5865929,5873290,5911987,5916816,5919507,5922209,5956410,5960580,5978039,	D6Q0F4	uc012ehy.1
uc009awo.1	chr6	-	5913899	5927359	5913899	5913899	3	5913899,5919129,5927291,	5914171,5919267,5927359,		uc009awo.1
uc009awp.2	chr6	-	5991217	6167173	5992145	6167010	18	5991217,5992558,5992740,6002764,6023401,6045146,6046669,6059180,6059936,6063937,6064224,6064969,6067098,6081628,6102407,6130970,6141263,6166995,	5992332,5992649,5992899,6002903,6023542,6045227,6046722,6059339,6060024,6064022,6064318,6065108,6067245,6081768,6102523,6131113,6141317,6167173,	Q9QXX4	uc009awp.2
uc009awq.2	chr6	-	5991217	6167173	5992145	6167010	18	5991217,5992558,5992740,6002764,6023401,6045146,6046669,6059180,6059936,6063937,6064224,6064969,6067098,6081628,6102407,6130970,6141263,6166995,	5992332,5992649,5992899,6002903,6023542,6045227,6046722,6059339,6060021,6064022,6064318,6065108,6067245,6081768,6102523,6131113,6141317,6167173,	Q8C140	uc009awq.2
uc009awr.1	chr6	+	6198686	6314097	6198686	6198686	5	6198686,6265207,6265871,6312333,6313751,	6198777,6265354,6265927,6312778,6314097,		uc009awr.1
uc009aws.1	chr6	-	6508274	6528658	6508448	6528554	3	6508274,6510407,6528478,	6508491,6510501,6528658,	Q3TV35	uc009aws.1
uc009awt.1	chr6	-	6770545	6811648	6770545	6770545	2	6770545,6811524,	6774567,6811648,		uc009awt.1
uc009awu.1	chr6	-	6770545	6819533	6770545	6770545	2	6770545,6819308,	6774567,6819533,		uc009awu.1
uc009aww.1	chr6	+	6813333	6817970	6813379	6817292	4	6813333,6815077,6817040,6817876,	6813827,6815271,6817329,6817970,	A5HKN2	uc009aww.1
uc009awx.1	chr6	-	6813796	6815150	6813796	6813796	1	6813796,	6815150,		uc009awx.1
uc009awy.1	chr6	-	6827804	6832068	6829542	6831886	3	6827804,6829525,6831531,	6828488,6829628,6832068,	P70396-3	uc009awy.1
uc009awz.1	chr6	-	6827804	6832068	6828158	6831886	3	6827804,6829525,6831531,	6828488,6829710,6832068,	Q3TYA7	uc009awz.1
uc009axa.1	chr6	+	6906017	6989220	6906026	6989057	2	6906017,6988853,	6906200,6989220,	Q0VF92	uc009axa.1
uc009axb.1	chr6	+	7251907	7259747	7251907	7251907	3	7251907,7253311,7258155,	7251940,7253439,7259747,		uc009axb.1
uc009axc.1	chr6	+	7505070	7512973	7505613	7512432	7	7505070,7505604,7506683,7507215,7507719,7509098,7512382,	7505161,7505736,7506780,7507260,7507743,7509152,7512973,	Q149W7	uc009axc.1
uc009axd.2	chr6	+	7505070	7512973	7505613	7512432	6	7505070,7505604,7506683,7507719,7509098,7512382,	7505161,7505736,7506780,7507743,7509152,7512973,	B7ZMQ2	uc009axd.2
uc009axe.1	chr6	+	7512367	7515835	7512367	7512367	2	7512367,7513977,	7512497,7515835,		uc009axe.1
uc009axf.1	chr6	-	7625170	7643182	7625314	7639500	12	7625170,7625992,7626234,7627230,7627939,7630084,7631249,7631933,7632270,7635168,7639251,7643108,	7625524,7626148,7626316,7627331,7628046,7630211,7631377,7632035,7632456,7635406,7639523,7643182,	Q61024	uc009axf.1
uc009axg.2	chr6	+	7795223	7822042	7813921	7821257	4	7795223,7813904,7816375,7821053,	7795394,7814141,7817043,7822042,	Q9JJ06	uc009axg.2
uc009axh.1	chr6	-	7933244	7933384	7933244	7933244	1	7933244,	7933384,		uc009axh.1
uc009axi.1	chr6	-	7947807	8142617	7948481	8126355	35	7947807,7949462,7962984,7964495,7967031,7972087,7972219,7972736,8009297,8012221,8025337,8025835,8029694,8030302,8033733,8036106,8036931,8041840,8043062,8047025,8053492,8056594,8077283,8078738,8104146,8105362,8108129,8112199,8114612,8116661,8118107,8119615,8125165,8126231,8142524,	7948654,7949649,7963142,7965044,7967068,7972123,7972300,7972805,8009366,8012290,8025406,8025904,8029763,8030371,8033805,8036175,8037003,8041909,8043131,8047094,8053561,8056663,8077352,8078807,8104200,8105407,8108174,8112226,8114654,8116715,8118164,8119636,8125722,8126392,8142617,	Q2UY11	uc009axi.1
uc012ehz.1	chr6	-	7947807	8142617	7948481	8126355	34	7947807,7949462,7962984,7964495,7967031,7972087,7972219,7972736,8009297,8012221,8025337,8025835,8029694,8030302,8036106,8036931,8041840,8043062,8047025,8053492,8056594,8077283,8078738,8104146,8105362,8108129,8112199,8114612,8116661,8118107,8119615,8125165,8126231,8142524,	7948654,7949649,7963142,7965044,7967068,7972123,7972300,7972805,8009366,8012290,8025406,8025904,8029763,8030371,8036175,8037003,8041909,8043131,8047094,8053561,8056663,8077352,8078807,8104200,8105407,8108174,8112226,8114654,8116715,8118164,8119636,8125722,8126392,8142617,	Q2UY11	uc012ehz.1
uc009axj.1	chr6	-	8024821	8029763	8025235	8029742	3	8024821,8025835,8029694,	8025406,8025904,8029763,		uc009axj.1
uc009axk.2	chr6	+	8159226	8186273	8164805	8185481	12	8159226,8161579,8164765,8166371,8172460,8174554,8176843,8177968,8181160,8183049,8184231,8185384,	8159411,8161638,8166099,8166470,8172715,8174724,8176909,8178127,8181313,8183254,8184361,8186273,	NP_663349	uc009axk.2
uc009axl.2	chr6	-	8205935	8209141	8206164	8209098	4	8205935,8206694,8207686,8208999,	8206247,8206803,8207761,8209141,	Q9CQ71	uc009axl.2
uc009axm.2	chr6	+	8209287	8378765	8220499	8377228	4	8209287,8220472,8323905,8376970,	8209493,8220581,8323967,8378765,	E0CXP6	uc009axm.2
uc012eia.1	chr6	+	8209287	8409469	8220499	8407559	5	8209287,8220472,8323905,8376970,8407447,	8209493,8220581,8323967,8377185,8409469,	E0CYZ5	uc012eia.1
uc009axn.2	chr6	+	8209287	8547548	8377076	8543252	11	8209287,8220472,8323905,8376970,8487816,8508499,8523184,8529586,8532579,8541544,8542906,	8209493,8220581,8323967,8377185,8487968,8508586,8523298,8529739,8532790,8541665,8547548,	Q8K3I9-2	uc009axn.2
uc009axo.2	chr6	+	8220465	8378765	8220499	8377228	3	8220465,8323905,8376970,	8220581,8323967,8378765,	E0CXP6	uc009axo.2
uc009axp.1	chr6	-	8438794	8460430	8438794	8438794	3	8438794,8442729,8460283,	8440582,8442804,8460430,		uc009axp.1
uc009axq.1	chr6	-	8439932	8447979	8439932	8439932	5	8439932,8440985,8441221,8442729,8447407,	8440473,8441099,8441269,8442804,8447979,		uc009axq.1
uc009axr.1	chr6	-	8442422	8459138	8442422	8442422	3	8442422,8447407,8458978,	8442804,8447560,8459138,		uc009axr.1
uc009axs.1	chr6	-	8457065	8459138	8457065	8457065	2	8457065,8458978,	8458811,8459138,		uc009axs.1
uc009axt.1	chr6	+	8459595	8547548	8459886	8543252	8	8459595,8487816,8508499,8523184,8529586,8532579,8541544,8542906,	8460319,8487968,8508586,8523298,8529739,8532790,8541665,8547548,	NP_573499	uc009axt.1
uc009axu.1	chr6	+	8470019	8547548	8487947	8543252	8	8470019,8487816,8508499,8523181,8529586,8532579,8541544,8542906,	8470101,8487968,8508586,8523298,8529739,8532790,8541665,8547548,	Q8K3I9-3	uc009axu.1
uc009axv.1	chr6	+	8470019	8547548	8487947	8543252	8	8470019,8487816,8508499,8523184,8529586,8532579,8541544,8542906,	8470101,8487968,8508586,8523298,8529739,8532790,8541665,8547548,	Q8K3I9-3	uc009axv.1
uc009axw.1	chr6	+	8487816	8544071	8487947	8541669	6	8487816,8508499,8523181,8529586,8532579,8541544,	8487968,8508586,8523298,8529739,8532790,8544071,	Q8K3I9-3	uc009axw.1
uc009axx.1	chr6	-	8580526	8708458	8580675	8708382	12	8580526,8593972,8603496,8606361,8608219,8620693,8622297,8687016,8692254,8699694,8704588,8708365,	8580797,8594242,8603535,8606408,8608314,8620792,8622423,8687215,8692378,8699767,8704751,8708458,	P97411-2	uc009axx.1
uc009axy.1	chr6	-	8580526	8728484	8580675	8708382	14	8580526,8593972,8603496,8603629,8606361,8608219,8620693,8622297,8687016,8692254,8699694,8704588,8708365,8728071,	8580797,8594242,8603535,8603692,8606408,8608314,8620792,8622423,8687215,8692378,8699767,8704751,8708458,8728484,	NP_034622	uc009axy.1
uc009axz.1	chr6	-	8609000	8728487	8617231	8708382	10	8609000,8617196,8620693,8622297,8687016,8692254,8699694,8704588,8708365,8728372,	8609097,8617363,8620792,8622423,8687215,8692378,8699767,8704751,8708458,8728487,	D3Z119	uc009axz.1
uc009aya.1	chr6	+	8898613	8902430	8898613	8898613	3	8898613,8900143,8901143,	8899316,8900307,8902430,		uc009aya.1
uc009ayb.1	chr6	+	8898613	9198578	8900253	9197846	3	8898613,8900143,9197084,	8899316,8900307,9198578,	Q61200	uc009ayb.1
uc009ayc.1	chr6	+	8900018	9198578	8900253	9197846	2	8900018,9197084,	8900307,9198578,	Q61200	uc009ayc.1
uc012eib.1	chr6	-	10921467	10924378	10921467	10921467	3	10921467,10923496,10924261,	10922248,10923633,10924378,		uc012eib.1
uc009ayd.1	chr6	-	11850372	11857446	11850534	11857365	4	11850372,11855201,11856019,11857323,	11850591,11855262,11856108,11857446,	Q62425	uc009ayd.1
uc009ayf.1	chr6	+	11875880	11958081	11876291	11957110	16	11875880,11876726,11883252,11891429,11903287,11911549,11912651,11936341,11937003,11937575,11938721,11940028,11941985,11947025,11956810,11956984,	11876292,11876837,11884019,11891574,11903447,11911661,11912789,11936488,11937274,11937682,11938817,11940132,11942117,11947194,11956861,11958081,	Q9D4H9-3	uc009ayf.1
uc009aye.2	chr6	+	11875880	11962096	11876291	11957717	17	11875880,11876726,11883252,11891429,11903287,11911549,11912651,11936341,11937003,11937575,11938721,11940028,11941985,11947025,11956810,11956984,11957704,	11876292,11876837,11884019,11891574,11903447,11911661,11912789,11936488,11937274,11937682,11938817,11940132,11942117,11947194,11956861,11957106,11962096,	NP_083680	uc009aye.2
uc009ayg.2	chr6	+	11875880	12031198	11876291	12031071	18	11875880,11876726,11883252,11891429,11903287,11911549,11912651,11936341,11937003,11937575,11938721,11940028,11941985,11947025,11956810,11956984,11997826,12030996,	11876292,11876837,11884019,11891574,11903447,11911661,11912789,11936488,11937274,11937682,11938817,11940132,11942117,11947194,11956861,11957106,11997944,12031198,	Q9D4H9-2	uc009ayg.2
uc009ayh.1	chr6	-	12049516	12059579	12049516	12049516	1	12049516,	12059579,		uc009ayh.1
uc009ayj.2	chr6	-	12261607	12699253	12267366	12698953	27	12261607,12268113,12270906,12271888,12274596,12277493,12280937,12281544,12281928,12287251,12288580,12293112,12298196,12301981,12329392,12331220,12346555,12347838,12355108,12358802,12368244,12418788,12421041,12450986,12453915,12504894,12698796,	12267451,12268201,12271117,12271971,12274692,12277667,12281112,12281690,12282046,12287367,12288725,12293266,12298333,12302163,12329656,12331415,12346659,12347971,12355224,12359037,12368439,12419001,12421197,12451168,12454164,12505726,12699253,	NP_001158277	uc009ayj.2
uc009ayk.2	chr6	+	13019758	13039269	13021743	13034326	9	13019758,13020307,13021741,13025035,13028091,13031539,13032412,13033368,13034187,	13019960,13020414,13021963,13025099,13028251,13031680,13032462,13033422,13039269,	Q80X71	uc009ayk.2
uc009ayl.1	chr6	-	13135609	13174965	13136705	13174863	12	13135609,13137812,13140482,13142568,13143078,13145979,13154980,13155736,13158328,13165568,13169895,13174793,	13137672,13138018,13140756,13142642,13143293,13146124,13155070,13155993,13158394,13165800,13170080,13174965,	Q6DFV8	uc009ayl.1
uc009aym.1	chr6	+	13363338	13365995	13363338	13363338	2	13363338,13365781,	13363550,13365995,		uc009aym.1
uc009ayn.1	chr6	-	13530688	13558063	13532786	13553365	5	13530688,13541269,13544943,13552237,13557829,	13533334,13541544,13545086,13553487,13558063,	Q91VX9	uc009ayn.1
uc009ayo.1	chr6	-	13530688	13558063	13532786	13545062	4	13530688,13541269,13544943,13557829,	13533334,13541544,13545086,13558063,	NP_083266	uc009ayo.1
uc012eic.1	chr6	-	13575674	13627966	13578470	13627833	5	13575674,13580589,13591686,13613201,13627679,	13579100,13580704,13591857,13613343,13627966,	Q8BXK4	uc012eic.1
uc009ayq.1	chr6	-	13576814	13627966	13580556	13627833	4	13576814,13591686,13613201,13627679,	13580704,13591857,13613343,13627966,		uc009ayq.1
uc009ayr.1	chr6	-	13785073	13788454	13785790	13786903	2	13785073,13788278,	13787073,13788454,	Q6ZWR2	uc009ayr.1
uc009ays.1	chr6	-	13785073	13789848	13785790	13786903	4	13785073,13787998,13788559,13789641,	13787073,13788122,13789179,13789848,	Q6ZWR2	uc009ays.1
uc009ayt.2	chr6	-	13819073	13821483	13819073	13819073	3	13819073,13821055,13821438,	13820740,13821146,13821483,		uc009ayt.2
uc012eid.1	chr6	-	13819073	13821483	13819073	13819073	3	13819073,13821055,13821438,	13820740,13821163,13821483,		uc012eid.1
uc009ayu.1	chr6	+	13821525	13846422	13821525	13821525	3	13821525,13831272,13845091,	13821627,13831381,13846422,		uc009ayu.1
uc009ayv.1	chr6	+	13821525	13994385	13821525	13821525	3	13821525,13831272,13994193,	13821627,13831381,13994385,		uc009ayv.1
uc009ayw.1	chr6	-	14663821	14705274	14667643	14705246	4	14663821,14671853,14672074,14704461,	14669941,14671978,14672136,14705274,	Q32MS0	uc009ayw.1
uc009ayx.1	chr6	+	14851348	15237750	15146960	15236926	5	14851348,14938322,15034481,15146950,15236680,	14851761,14938464,15034575,15147128,15237750,	D3YUM2	uc009ayx.1
uc009ayy.1	chr6	+	14851348	15361938	15146960	15361439	15	14851348,14938322,15034481,15146950,15236680,15326688,15327869,15329652,15344639,15346738,15353816,15355558,15359740,15361025,15361241,	14851761,14938464,15034575,15147128,15236770,15326826,15328088,15329827,15344853,15346843,15353904,15355642,15359942,15361102,15361938,	P58463	uc009ayy.1
uc009ayz.1	chr6	+	14851348	15391977	15146960	15388021	19	14851348,14938322,15034481,15146950,15236680,15326688,15327887,15329652,15344639,15346738,15353816,15355558,15359740,15361025,15361241,15363800,15365034,15365869,15387876,	14851761,14938464,15034575,15147128,15236770,15326826,15328088,15329827,15344853,15346843,15353904,15355642,15359942,15361102,15361343,15363922,15365104,15366033,15391977,	P58463	uc009ayz.1
